key;app;id;idversion_init;idversion_end;file;begin_line;end_line;rule;ruleset;package;class;function;priority;violation;violation_nonumbers;version_init;version_end;date_init;date_end;diff;censored
475;phpmyadmin;8512;75;163;libraries\tcpdf\include\tcpdf_colors.php;273;406;ExcessiveMethodLength;Code Size Rules;com.tecnick.tcpdf;TCPDF_COLORS;;3;The method convertHTMLColorToDec() has 134 lines of code. Current threshold is set to 100. Avoid really long methods.;The method convertHTMLColorToDec() has  lines of code. Current threshold is set to . Avoid really long methods.;4.1.0;4.7.0;2013-12-12;2017-03-29;1203;1
476;phpmyadmin;8530;75;163;libraries\tcpdf\include\tcpdf_fonts.php;66;904;ExcessiveMethodLength;Code Size Rules;com.tecnick.tcpdf;TCPDF_FONTS;;3;The method addTTFfont() has 839 lines of code. Current threshold is set to 100. Avoid really long methods.;The method addTTFfont() has  lines of code. Current threshold is set to . Avoid really long methods.;4.1.0;4.7.0;2013-12-12;2017-03-29;1203;1
477;phpmyadmin;8542;75;163;libraries\tcpdf\include\tcpdf_fonts.php;937;1371;ExcessiveMethodLength;Code Size Rules;com.tecnick.tcpdf;TCPDF_FONTS;;3;The method _getTrueTypeFontSubset() has 435 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _getTrueTypeFontSubset() has  lines of code. Current threshold is set to . Avoid really long methods.;4.1.0;4.7.0;2013-12-12;2017-03-29;1203;1
478;phpmyadmin;8577;75;163;libraries\tcpdf\include\tcpdf_fonts.php;1952;2507;ExcessiveMethodLength;Code Size Rules;com.tecnick.tcpdf;TCPDF_FONTS;;3;The method utf8Bidi() has 556 lines of code. Current threshold is set to 100. Avoid really long methods.;The method utfBidi() has  lines of code. Current threshold is set to . Avoid really long methods.;4.1.0;4.7.0;2013-12-12;2017-03-29;1203;1
479;phpmyadmin;8595;75;163;libraries\tcpdf\include\tcpdf_images.php;237;349;ExcessiveMethodLength;Code Size Rules;com.tecnick.tcpdf;TCPDF_IMAGES;;3;The method _parsepng() has 113 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _parsepng() has  lines of code. Current threshold is set to . Avoid really long methods.;4.1.0;4.7.0;2013-12-12;2017-03-29;1203;1
480;phpmyadmin;8613;75;124;libraries\tcpdf\include\tcpdf_static.php;478;830;ExcessiveMethodLength;Code Size Rules;com.tecnick.tcpdf;TCPDF_STATIC;;3;The method getPageSizeFromFormat() has 353 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getPageSizeFromFormat() has  lines of code. Current threshold is set to . Avoid really long methods.;4.1.0;4.4.0;2013-12-12;2015-04-01;475;1
481;phpmyadmin;8641;75;163;libraries\tcpdf\include\tcpdf_static.php;1591;1948;ExcessiveMethodLength;Code Size Rules;com.tecnick.tcpdf;TCPDF_STATIC;;3;The method getAnnotOptFromJSProp() has 358 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getAnnotOptFromJSProp() has  lines of code. Current threshold is set to . Avoid really long methods.;4.1.0;4.7.0;2013-12-12;2017-03-29;1203;1
482;phpmyadmin;8651;75;163;libraries\tcpdf\include\tcpdf_static.php;2143;2292;ExcessiveMethodLength;Code Size Rules;com.tecnick.tcpdf;TCPDF_STATIC;;3;The method isValidCSSSelectorForTag() has 150 lines of code. Current threshold is set to 100. Avoid really long methods.;The method isValidCSSSelectorForTag() has  lines of code. Current threshold is set to . Avoid really long methods.;4.1.0;4.7.0;2013-12-12;2017-03-29;1203;1
483;phpmyadmin;8764;75;163;libraries\tcpdf\tcpdf.php;13941;14067;ExcessiveMethodLength;Code Size Rules;com.tecnick.tcpdf;TCPDF;;3;The method colorRegistrationBar() has 127 lines of code. Current threshold is set to 100. Avoid really long methods.;The method colorRegistrationBar() has  lines of code. Current threshold is set to . Avoid really long methods.;4.1.0;4.7.0;2013-12-12;2017-03-29;1203;1
484;phpmyadmin;8768;75;163;libraries\tcpdf\tcpdf.php;14383;14482;ExcessiveMethodLength;Code Size Rules;com.tecnick.tcpdf;TCPDF;;3;The method Gradient() has 100 lines of code. Current threshold is set to 100. Avoid really long methods.;The method Gradient() has  lines of code. Current threshold is set to . Avoid really long methods.;4.1.0;4.7.0;2013-12-12;2017-03-29;1203;1
485;phpmyadmin;8825;75;90;setup\lib\index.lib.php;211;575;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_performConfigChecks;3;The function PMA_performConfigChecks() has 365 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_performConfigChecks() has  lines of code. Current threshold is set to . Avoid really long methods.;4.1.0;4.2.0;2013-12-12;2014-05-08;147;1
486;phpmyadmin;8827;75;163;themes\original\sprites.lib.php;15;659;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin-theme;;PMA_sprites;3;The function PMA_sprites() has 645 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_sprites() has  lines of code. Current threshold is set to . Avoid really long methods.;4.1.0;4.7.0;2013-12-12;2017-03-29;1203;1
487;phpmyadmin;8828;75;163;themes\pmahomme\sprites.lib.php;15;749;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin-theme;;PMA_sprites;3;The function PMA_sprites() has 735 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_sprites() has  lines of code. Current threshold is set to . Avoid really long methods.;4.1.0;4.7.0;2013-12-12;2017-03-29;1203;1
488;phpmyadmin;8838;81;90;libraries\Util.class.php;4174;4277;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;PMA_Util;;3;The method getLatestVersion() has 104 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getLatestVersion() has  lines of code. Current threshold is set to . Avoid really long methods.;4.1.6;4.2.0;2014-01-26;2014-05-08;102;1
489;phpmyadmin;8842;87;109;libraries\schema\User_Schema.class.php;408;507;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin-schema;PMA_User_Schema;;3;The method displaySchemaGenerationOptions() has 100 lines of code. Current threshold is set to 100. Avoid really long methods.;The method displaySchemaGenerationOptions() has  lines of code. Current threshold is set to . Avoid really long methods.;4.1.12;4.3.0;2014-03-27;2014-12-05;253;1
490;phpmyadmin;8923;90;172;libraries\export.lib.php;504;630;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_exportDatabase;3;The function PMA_exportDatabase() has 127 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_exportDatabase() has  lines of code. Current threshold is set to . Avoid really long methods.;4.2.0;4.8.0;2014-05-08;2018-04-07;1430;1
491;phpmyadmin;9023;90;109;libraries\relation.lib.php;570;671;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getForeigners;3;The function PMA_getForeigners() has 102 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getForeigners() has  lines of code. Current threshold is set to . Avoid really long methods.;4.2.0;4.3.0;2014-05-08;2014-12-05;211;1
492;phpmyadmin;9045;90;172;libraries\server_privileges.lib.php;1253;1507;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getHtmlForLoginInformationFields;3;The function PMA_getHtmlForLoginInformationFields() has 255 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getHtmlForLoginInformationFields() has  lines of code. Current threshold is set to . Avoid really long methods.;4.2.0;4.8.0;2014-05-08;2018-04-07;1430;1
493;phpmyadmin;9058;90;172;libraries\server_privileges.lib.php;3011;3111;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getHtmlTableBodyForUserRights;3;The function PMA_getHtmlTableBodyForUserRights() has 101 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getHtmlTableBodyForUserRights() has  lines of code. Current threshold is set to . Avoid really long methods.;4.2.0;4.8.0;2014-05-08;2018-04-07;1430;1
494;phpmyadmin;9065;90;172;libraries\server_privileges.lib.php;3816;3925;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getHtmlForUserOverview;3;The function PMA_getHtmlForUserOverview() has 110 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getHtmlForUserOverview() has  lines of code. Current threshold is set to . Avoid really long methods.;4.2.0;4.8.0;2014-05-08;2018-04-07;1430;1
495;phpmyadmin;9088;91;154;libraries\Util.class.php;2951;3051;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;PMA_Util;;3;The method extractColumnSpec() has 101 lines of code. Current threshold is set to 100. Avoid really long methods.;The method extractColumnSpec() has  lines of code. Current threshold is set to . Avoid really long methods.;4.2.1;4.6.0;2014-05-13;2016-03-22;679;1
496;phpmyadmin;9099;96;154;libraries\DisplayResults.class.php;1938;2045;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;PMA_DisplayResults;;3;The method _getSingleAndMultiSortUrls() has 108 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _getSingleAndMultiSortUrls() has  lines of code. Current threshold is set to . Avoid really long methods.;4.2.6;4.6.0;2014-07-17;2016-03-22;614;1
497;phpmyadmin;9110;107;172;libraries\relation.lib.php;1188;1287;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getForeignData;3;The function PMA_getForeignData() has 100 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getForeignData() has  lines of code. Current threshold is set to . Avoid really long methods.;4.2.13;4.8.0;2014-11-30;2018-04-07;1224;1
498;phpmyadmin;9119;109;154;libraries\Console.class.php;156;325;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;PMA_Console;;3;The method getDisplay() has 170 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getDisplay() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.6.0;2014-12-05;2016-03-22;473;1
499;phpmyadmin;9144;109;154;libraries\DisplayResults.class.php;3904;4027;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;PMA_DisplayResults;;3;The method _getDataCellForNonNumericColumns() has 124 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _getDataCellForNonNumericColumns() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.6.0;2014-12-05;2016-03-22;473;1
500;phpmyadmin;9148;109;154;libraries\DisplayResults.class.php;4772;4872;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;PMA_DisplayResults;;3;The method _getSortedColumnMessage() has 101 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _getSortedColumnMessage() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.6.0;2014-12-05;2016-03-22;473;1
501;phpmyadmin;9160;109;154;libraries\Menu.class.php;397;498;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;PMA_Menu;;3;The method _getDbTabs() has 102 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _getDbTabs() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.6.0;2014-12-05;2016-03-22;473;1
502;phpmyadmin;9161;109;154;libraries\Menu.class.php;505;610;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;PMA_Menu;;3;The method _getServerTabs() has 106 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _getServerTabs() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.6.0;2014-12-05;2016-03-22;473;1
503;phpmyadmin;9231;109;124;libraries\db_designer.lib.php;233;421;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getDesignerPageTopMenu;3;The function PMA_getDesignerPageTopMenu() has 189 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getDesignerPageTopMenu() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.4.0;2014-12-05;2015-04-01;117;1
504;phpmyadmin;9236;109;144;libraries\db_designer.lib.php;540;759;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getDatabaseTables;3;The function PMA_getDatabaseTables() has 220 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getDatabaseTables() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.5.0;2014-12-05;2015-09-23;292;1
505;phpmyadmin;9240;109;144;libraries\db_designer.lib.php;895;1034;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getOptionsPanel;3;The function PMA_getOptionsPanel() has 140 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getOptionsPanel() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.5.0;2014-12-05;2015-09-23;292;1
506;phpmyadmin;9245;109;165;libraries\display_export.lib.php;739;866;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getHtmlForAliasModalDialog;3;The function PMA_getHtmlForAliasModalDialog() has 128 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getHtmlForAliasModalDialog() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.7.2;2014-12-05;2017-06-29;937;1
507;phpmyadmin;9295;109;154;libraries\navigation\Nodes\Node.class.php;360;511;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin-Navigation;Node;;3;The method getData() has 152 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getData() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.6.0;2014-12-05;2016-03-22;473;1
508;phpmyadmin;9363;109;141;libraries\phpseclib\Crypt\Base.php;628;841;ExcessiveMethodLength;Code Size Rules;Crypt_Base;Crypt_Base;;3;The method encrypt() has 214 lines of code. Current threshold is set to 100. Avoid really long methods.;The method encrypt() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.4.14;2014-12-05;2015-08-20;258;1
509;phpmyadmin;9367;109;141;libraries\phpseclib\Crypt\Base.php;856;1053;ExcessiveMethodLength;Code Size Rules;Crypt_Base;Crypt_Base;;3;The method decrypt() has 198 lines of code. Current threshold is set to 100. Avoid really long methods.;The method decrypt() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.4.14;2014-12-05;2015-08-20;258;1
510;phpmyadmin;9374;109;141;libraries\phpseclib\Crypt\Base.php;1613;1962;ExcessiveMethodLength;Code Size Rules;Crypt_Base;Crypt_Base;;3;The method _createInlineCryptFunction() has 350 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _createInlineCryptFunction() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.4.14;2014-12-05;2015-08-20;258;1
511;phpmyadmin;9377;109;141;libraries\phpseclib\Crypt\Random.php;65;250;ExcessiveMethodLength;Code Size Rules;Crypt_Random;;crypt_random_string;3;The function crypt_random_string() has 186 lines of code. Current threshold is set to 100. Avoid really long methods.;The function crypt_random_string() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.4.14;2014-12-05;2015-08-20;258;1
512;phpmyadmin;9392;109;141;libraries\phpseclib\Crypt\Rijndael.php;1078;1186;ExcessiveMethodLength;Code Size Rules;Crypt_Rijndael;Crypt_Rijndael;;3;The method _setupKey() has 109 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _setupKey() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.4.14;2014-12-05;2015-08-20;258;1
513;phpmyadmin;9396;109;141;libraries\phpseclib\Crypt\Rijndael.php;1210;1369;ExcessiveMethodLength;Code Size Rules;Crypt_Rijndael;Crypt_Rijndael;;3;The method _setupInlineCrypt() has 160 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _setupInlineCrypt() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.4.14;2014-12-05;2015-08-20;258;1
514;phpmyadmin;9403;109;172;libraries\plugin_interface.lib.php;383;498;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getHtmlForProperty;3;The function PMA_getHtmlForProperty() has 116 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getHtmlForProperty() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.8.0;2014-12-05;2018-04-07;1219;1
515;phpmyadmin;9459;109;154;libraries\plugins\schema\dia\RelationStatsDia.class.php;109;214;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;Relation_Stats_Dia;;3;The method relationDraw() has 106 lines of code. Current threshold is set to 100. Avoid really long methods.;The method relationDraw() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.6.0;2014-12-05;2016-03-22;473;1
516;phpmyadmin;9463;109;154;libraries\plugins\schema\dia\TableStatsDia.class.php;110;243;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;Table_Stats_Dia;;3;The method tableDraw() has 134 lines of code. Current threshold is set to 100. Avoid really long methods.;The method tableDraw() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.6.0;2014-12-05;2016-03-22;473;1
517;phpmyadmin;9497;109;154;libraries\plugins\schema\pdf\Pdf_Relation_Schema.class.php;451;597;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;PMA_Pdf_Relation_Schema;;3;The method __construct() has 147 lines of code. Current threshold is set to 100. Avoid really long methods.;The method __construct() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.6.0;2014-12-05;2016-03-22;473;1
518;phpmyadmin;9503;109;154;libraries\plugins\schema\pdf\Pdf_Relation_Schema.class.php;874;1101;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;PMA_Pdf_Relation_Schema;;3;The method dataDictionaryDoc() has 228 lines of code. Current threshold is set to 100. Avoid really long methods.;The method dataDictionaryDoc() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.6.0;2014-12-05;2016-03-22;473;1
519;phpmyadmin;9539;109;144;libraries\relation.lib.php;1344;1457;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getRelatives;3;The function PMA_getRelatives() has 114 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getRelatives() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.5.0;2014-12-05;2015-09-23;292;1
520;phpmyadmin;9559;109;172;libraries\server_privileges.lib.php;3630;3736;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getDataForDBInfo;3;The function PMA_getDataForDBInfo() has 107 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getDataForDBInfo() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.8.0;2014-12-05;2018-04-07;1219;1
521;phpmyadmin;9566;109;172;libraries\server_status_processes.lib.php;49;223;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getHtmlForServerProcesslist;3;The function PMA_getHtmlForServerProcesslist() has 175 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getHtmlForServerProcesslist() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.8.0;2014-12-05;2018-04-07;1219;1
522;phpmyadmin;9606;109;144;libraries\tbl_relation.lib.php;428;630;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getHtmlForForeignKeyRow;3;The function PMA_getHtmlForForeignKeyRow() has 203 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getHtmlForForeignKeyRow() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.0;4.5.0;2014-12-05;2015-09-23;292;1
523;phpmyadmin;9692;118;172;libraries\tracking.lib.php;52;166;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getHtmlForDataDefinitionAndManipulationStatements;3;The function PMA_getHtmlForDataDefinitionAndManipulationStatements() has 115 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getHtmlForDataDefinitionAndManipulationStatements() has  lines of code. Current threshold is set to . Avoid really long methods.;4.3.9;4.8.0;2015-02-05;2018-04-07;1157;1
524;phpmyadmin;9701;124;154;libraries\DisplayResults.class.php;232;345;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;PMA_DisplayResults;;3;The method _setDefaultTransformations() has 114 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _setDefaultTransformations() has  lines of code. Current threshold is set to . Avoid really long methods.;4.4.0;4.6.0;2015-04-01;2016-03-22;356;1
525;phpmyadmin;9706;124;144;libraries\DisplayResults.class.php;424;583;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;PMA_DisplayResults;;3;The method _setDisplayParts() has 160 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _setDisplayParts() has  lines of code. Current threshold is set to . Avoid really long methods.;4.4.0;4.5.0;2015-04-01;2015-09-23;175;1
526;phpmyadmin;9715;124;154;libraries\Menu.class.php;292;394;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;PMA_Menu;;3;The method _getTableTabs() has 103 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _getTableTabs() has  lines of code. Current threshold is set to . Avoid really long methods.;4.4.0;4.6.0;2015-04-01;2016-03-22;356;1
527;phpmyadmin;9723;124;144;libraries\db_designer.lib.php;233;425;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getDesignerPageMenu;3;The function PMA_getDesignerPageMenu() has 193 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getDesignerPageMenu() has  lines of code. Current threshold is set to . Avoid really long methods.;4.4.0;4.5.0;2015-04-01;2015-09-23;175;1
528;phpmyadmin;9744;124;172;libraries\server_privileges.lib.php;718;855;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getHtmlForRequires;3;The function PMA_getHtmlForRequires() has 138 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getHtmlForRequires() has  lines of code. Current threshold is set to . Avoid really long methods.;4.4.0;4.8.0;2015-04-01;2018-04-07;1102;1
529;phpmyadmin;9769;124;172;libraries\tracking.lib.php;262;366;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getHtmlForTableVersionDetails;3;The function PMA_getHtmlForTableVersionDetails() has 105 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getHtmlForTableVersionDetails() has  lines of code. Current threshold is set to . Avoid really long methods.;4.4.0;4.8.0;2015-04-01;2018-04-07;1102;1
530;phpmyadmin;9809;141;163;libraries\phpseclib\Crypt\Base.php;643;927;ExcessiveMethodLength;Code Size Rules;phpseclib\Crypt;Base;;3;The method encrypt() has 285 lines of code. Current threshold is set to 100. Avoid really long methods.;The method encrypt() has  lines of code. Current threshold is set to . Avoid really long methods.;4.4.14;4.7.0;2015-08-20;2017-03-29;587;1
531;phpmyadmin;9813;141;163;libraries\phpseclib\Crypt\Base.php;941;1216;ExcessiveMethodLength;Code Size Rules;phpseclib\Crypt;Base;;3;The method decrypt() has 276 lines of code. Current threshold is set to 100. Avoid really long methods.;The method decrypt() has  lines of code. Current threshold is set to . Avoid really long methods.;4.4.14;4.7.0;2015-08-20;2017-03-29;587;1
532;phpmyadmin;9821;141;163;libraries\phpseclib\Crypt\Base.php;2090;2440;ExcessiveMethodLength;Code Size Rules;phpseclib\Crypt;Base;;3;The method _createInlineCryptFunction() has 351 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _createInlineCryptFunction() has  lines of code. Current threshold is set to . Avoid really long methods.;4.4.14;4.7.0;2015-08-20;2017-03-29;587;1
533;phpmyadmin;9824;141;163;libraries\phpseclib\Crypt\Random.php;54;229;ExcessiveMethodLength;Code Size Rules;phpseclib\Crypt;Random;;3;The method string() has 176 lines of code. Current threshold is set to 100. Avoid really long methods.;The method string() has  lines of code. Current threshold is set to . Avoid really long methods.;4.4.14;4.7.0;2015-08-20;2017-03-29;587;1
534;phpmyadmin;9832;141;163;libraries\phpseclib\Crypt\Rijndael.php;563;670;ExcessiveMethodLength;Code Size Rules;phpseclib\Crypt;Rijndael;;3;The method _setupKey() has 108 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _setupKey() has  lines of code. Current threshold is set to . Avoid really long methods.;4.4.14;4.7.0;2015-08-20;2017-03-29;587;1
535;phpmyadmin;9835;141;163;libraries\phpseclib\Crypt\Rijndael.php;870;1036;ExcessiveMethodLength;Code Size Rules;phpseclib\Crypt;Rijndael;;3;The method _setupInlineCrypt() has 167 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _setupInlineCrypt() has  lines of code. Current threshold is set to . Avoid really long methods.;4.4.14;4.7.0;2015-08-20;2017-03-29;587;1
536;phpmyadmin;9852;144;154;libraries\DBQbe.class.php;1584;1697;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;PMA_DbQbe;;3;The method _getJoinForFromClause() has 114 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _getJoinForFromClause() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
537;phpmyadmin;9888;144;154;libraries\Index.class.php;661;817;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;PMA_Index;;3;The method getHtmlForIndexes() has 157 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getHtmlForIndexes() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
538;phpmyadmin;9923;144;154;libraries\Table.class.php;1810;1909;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;PMA_Table;;3;The method getSqlQueryForIndexCreateOrEdit() has 100 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getSqlQueryForIndexCreateOrEdit() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
539;phpmyadmin;9934;144;154;libraries\Table.class.php;2064;2236;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;PMA_Table;;3;The method updateForeignKeys() has 173 lines of code. Current threshold is set to 100. Avoid really long methods.;The method updateForeignKeys() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
540;phpmyadmin;9952;144;154;libraries\Tracker.class.php;178;277;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;PMA_Tracker;;3;The method createVersion() has 100 lines of code. Current threshold is set to 100. Avoid really long methods.;The method createVersion() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
541;phpmyadmin;9953;144;154;libraries\Types.class.php;315;502;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;PMA_Types_MySQL;;3;The method getTypeDescription() has 188 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getTypeDescription() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
542;phpmyadmin;9966;144;154;libraries\Util.class.php;4812;4973;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;PMA_Util;;3;The method getDbInfo() has 162 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getDbInfo() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
543;phpmyadmin;9975;144;172;libraries\central_columns.lib.php;837;997;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getHTMLforCentralColumnsTableRow;3;The function PMA_getHTMLforCentralColumnsTableRow() has 161 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getHTMLforCentralColumnsTableRow() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.8.0;2015-09-23;2018-04-07;927;1
544;phpmyadmin;9976;144;172;libraries\central_columns.lib.php;1009;1132;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getHTMLforCentralColumnsEditTableRow;3;The function PMA_getHTMLforCentralColumnsEditTableRow() has 124 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getHTMLforCentralColumnsEditTableRow() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.8.0;2015-09-23;2018-04-07;927;1
545;phpmyadmin;9979;144;172;libraries\central_columns.lib.php;1260;1369;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getHTMLforAddNewColumn;3;The function PMA_getHTMLforAddNewColumn() has 110 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getHTMLforAddNewColumn() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.8.0;2015-09-23;2018-04-07;927;1
